area_m2,n_cuartos,n_banos,n_garajes,tipo_inmueble,zona,valor_venta,barrio_comun
86.0,2.0,3,2.0,Apartamento,NORTE,480000000,BELLA SUIZA
125.86,3.0,3,2.0,Apartamento,NOROCCIDENTE,790000000,PASADENA
170.0,3.0,5,2.0,Apartamento,NORTE,799000000,BELMIRA
267.0,2.0,4,4.0,Apartamento,NORTE,3250000000,REFUGIO DEL CHICO ALTO
134.0,2.0,3,2.0,Apartamento,NORTE,790000000,SANTA BARBARA CENTRAL
63.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,230000000,MIRANDELA
140.0,5.0,4,1.0,Casa,NOROCCIDENTE,720000000,LA FLORESTA
255.0,3.0,4,4.0,Casa,NOROCCIDENTE,980000000,SAN JOSE DE BAVARIA
89.0,3.0,2,2.0,Apartamento,NORTE,409490000,LAS MARGARITAS
240.0,4.0,5,4.0,Casa,NOROCCIDENTE,995000000,SAN  JOSE DE BAVARIA
300.0,4.0,5,3.0,Apartamento,NORTE,2800000000,CERROS DE LOS ALPES
92.0,3.0,2,1.0,Apartamento,OCCIDENTAL,400000000,METROPOLIS
66.0,3.0,2,1.0,Apartamento,OCCIDENTAL,273000000,VILLAS DE GRANADA
227.0,4.0,4,3.0,Casa,NORTE,1300000000,SAN PATRICIO
250.0,4.0,5,4.0,Casa,NOROCCIDENTE,1200000000,SAN JOSE DEBAVARIA
147.0,3.0,3,2.0,Casa,NORTE,850000000,SAN PATRICIO
190.0,2.0,2,,Apartamento,NORTE,1160000000,BOSQUE MEDINA
180.0,3.0,3,1.0,Casa,NORTE,570000000,VILLA MAGDALA
350.0,4.0,5,4.0,Casa,NOROCCIDENTE,1150000000,SAN JOSE DE BAVARIA
464.0,5.0,5,4.0,Apartamento,NORTE,2500000000,SANTA PAULA
310.0,3.0,5,3.0,Apartamento,NORTE,2500000000,ALTOS USAQUEN
420.0,4.0,5,4.0,Casa,NOROCCIDENTE,1580000000,SAN JOSE DE BAVARIA
105.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,409000000,PONTEVEDRA POTOSI
78.0,2.0,3,1.0,Apartamento,NORTE,515000000,SAN PATRICIO
120.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,520000000,COLINA CAMPESTRE
58.0,3.0,1,0.0,Apartamento,NOROCCIDENTE,150000000,SUBA TIBABUYES
316.0,4.0,4,4.0,Casa,NORTE,1800000000,LA CALLEJA ALTA
100.0,2.0,3,2.0,Apartamento,NORTE,580000000,SANTA BARBARA
456.0,4.0,3,4.0,Casa,NOROCCIDENTE,1300000000,NIZA
43.0,3.0,1,,Apartamento,SUR,140000000,ROMA
250.0,4.0,4,3.0,Casa,NOROCCIDENTE,1198000000,SAN JOSE DE BAVARIA
162.0,4.0,4,2.0,Casa,OCCIDENTAL,995000000,LA ESMERALDA
372.0,4.0,4,3.0,Apartamento,NORTE,1950000000,CHICO NAVARRA
153.0,3.0,3,2.0,Apartamento,NORTE,823000000,SANTA PAULA
57.0,2.0,2,1.0,Apartamento,NORTE,380000000,"SALITRE, TEUSAQUILLO"
109.0,3.0,3,2.0,Apartamento,NORTE,684000000,EL NOGAL
64.0,2.0,3,,Apartamento,NORTE,380000000,NUEVA AUTOPISTA
220.0,3.0,5,3.0,Apartamento,NORTE,1350000000,BOSQUE MEDINA
189.0,3.0,4,1.0,Casa,CENTRO,570000000,COTA
47.0,2.0,2,0.0,Apartamento,OCCIDENTAL,220000000,SAN FERNANDO
61.98,1.0,2,2.0,Apartamento,NORTE,450000000,EL CONTADOR
169.0,3.0,4,2.0,Apartamento,NORTE,900999999,BALCONES DE BELLA SUIZA
352.0,5.0,3,0.0,Casa,OCCIDENTAL,550000000,LA FLORIDA ENGATIVA
113.0,3.0,3,2.0,Casa,NOROCCIDENTE,480000000,MAZUREN
173.0,3.0,5,2.0,Apartamento,NORTE,875000000,MOLINOS - SANTA BÁRBARA
284.0,3.0,5,3.0,Casa,SIN DATO,1690000000,ARBORETTO BOSQUE RESIDENCIAL
56.0,3.0,2,0.0,Apartamento,OCCIDENTAL,210000000,ZARZAMORA
153.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,820000000,COLINA CAMPESTRE
66.19,2.0,2,2.0,Apartamento,NOROCCIDENTE,520000000,EL BATAN
105.0,2.0,2,2.0,Apartamento,NOROCCIDENTE,760000000,ESTORIL
102.0,3.0,3,2.0,Apartamento,NORTE,650000000,SAN PATRICIO
60.0,2.0,2,1.0,Apartamento,SUR,246650000,TUNAL
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,300000000,SUBA
113.0,3.0,3,2.0,Apartamento,NORTE,805000000,LA CALLEJA-USAQUÉN
270.0,3.0,4,3.0,Apartamento,NOROCCIDENTE,1450000000,CERROS SUBA
152.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,820000000,SOTILEZA
81.0,3.0,2,0.0,Apartamento,CENTRO,340849000,
340.0,3.0,3,3.0,Casa,NOROCCIDENTE,1250000000,SAN JOSE DE BAVARIA
104.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,595000000,MAZUREN
108.0,2.0,2,2.0,Apartamento,NORTE,580000000,CHICONAVARRA
80.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,395000000,ATABANZA
136.0,3.0,5,2.0,Apartamento,NOROCCIDENTE,650000000,COLINA CAMPESTRE
107.0,3.0,3,1.0,Apartamento,NORTE,460000000,CEDRITOS CEDRO GOLF
134.0,3.0,2,3.0,Apartamento,NORTE,670000000,SANTA BIBIANA
180.0,3.0,3,2.0,Apartamento,NORTE,1500000000,ALTOS SANTA ANA
133.0,3.0,3,1.0,Apartamento,NORTE,750000000,EL NOGAL
85.0,2.0,1,1.0,Apartamento,NORTE,570000000,SAN PATRICIO-USAQUÉN
106.0,3.0,3,0.0,Apartamento,CENTRO,445945000,
338.0,4.0,5,3.0,Apartamento,NORTE,2600000000,SANTA ANA ORIENTAL
178.0,3.0,4,2.0,Apartamento,SIN DATO,1300000000,CHICO EL VIRREY
197.0,4.0,5,2.0,Apartamento,NORTE,1200000000,BOSQUE DE PINOS I
53.0,2.0,3,1.0,Apartamento,NORTE,272100000,EL REDIL
185.0,3.0,4,2.0,Apartamento,NORTE,670000000,SANTA BARBARA
230.0,3.0,3,3.0,Apartamento,NORTE,1000000000,SANTA PAULA
53.0,2.0,3,1.0,Apartamento,NORTE,272100000,EL REDIL
84.0,3.0,2,0.0,Apartamento,CENTRO,330000000,CENTRO LAS NIEVES
143.0,2.0,4,3.0,Apartamento,NORTE,1950000000,BELLAVISTA ROSALES
94.0,4.0,2,0.0,Casa,OCCIDENTAL,340000000,VILLAS DE GRANADA
151.0,3.0,3,2.0,Apartamento,NORTE,790000000,LA CAROLINA
103.0,2.0,3,2.0,Apartamento,NORTE,750000000,LA CABRERA
208.0,3.0,4,0.0,Casa,OTROS,1132000000,
62.0,2.0,2,1.0,Apartamento,CHAPINERO,324000000,CHAPINERO SUR OCCIDENTAL
75.0,2.0,2,1.0,Apartamento,NORTE,450000000,BELLA SUIZA
200.0,3.0,4,3.0,Apartamento,NORTE,2000000000,EL NOGAL
323.0,3.0,3,4.0,Casa,NORTE,1960000000,CALLEJA BAJA
153.0,3.0,4,2.0,Apartamento,NORTE,1200000000,ALTOS DE REFUGIO
450.0,5.0,5,4.0,Casa,NOROCCIDENTE,1950000000,SAN JOSE DE BAVARIA
192.0,4.0,5,2.0,Apartamento,NOROCCIDENTE,1200000000,BULEVAR NIZA
326.0,3.0,4,4.0,Apartamento,NORTE,3200000000,LA CABRERA
330.0,3.0,4,0.0,Apartamento,NORTE,3300000000,LA CABRERA
324.0,4.0,2,4.0,Casa,SUR,620000000,SAN VOCENTE FERRER
81.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,495000000,COLINA GRATAMIRA
188.0,3.0,1,4.0,Casa,NOROCCIDENTE,1600000000,LAS VILLAS
105.0,4.0,3,1.0,Casa,NORTE,325000000,ALTOS DE LA PRADERA
147.0,5.0,3,2.0,Casa,OCCIDENTAL,750000000,NUEVA MARSELLA I
354.0,1.0,5,4.0,Apartamento,NORTE,4986512000,EL REFUGIO
160.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,589000000,EL BATAN
68.0,3.0,2,1.0,Apartamento,OCCIDENTAL,335000000,MODELO NORTE
112.0,4.0,2,1.0,Apartamento,OCCIDENTAL,470000000,PAULO VI
126.0,3.0,3,2.0,Apartamento,NORTE,1250000000,ROSALES ALTO
117.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,700000000,PASADENA
212.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,900000000,CERROS DE SOTILEZA
332.0,5.0,5,4.0,Casa,NOROCCIDENTE,1900000000,NIZA SUBA
125.0,2.0,3,2.0,Apartamento,NORTE,1280000000,CHICO
170.0,3.0,4,2.0,Apartamento,NORTE,1300000000,SANTA BARBARA OCCIDENTAL-USAQUÉN
295.0,3.0,4,3.0,Casa,NOROCCIDENTE,880000000,GRATAMIRA
266.0,4.0,5,4.0,Casa,NOROCCIDENTE,1600000000,SAN JOSE DE BAVARIA
60.0,1.0,2,1.0,Apartamento,NOROCCIDENTE,350000000,MAZUREN COLINA
331.0,3.0,4,3.0,Apartamento,NORTE,2300000000,REFUGIO ALTO
90.0,2.0,2,2.0,Apartamento,NOROCCIDENTE,450000000,PUENTE LARGO
500.0,4.0,5,4.0,Casa,GUAYMARAL,3449000000,HACIENDA SAN SEBASTIAN
70.0,2.0,2,2.0,Apartamento,OCCIDENTAL,460000000,MODELO NORTE
77.0,2.0,2,2.0,Apartamento,NORTE,420000000,SAN PATRICIO
126.0,3.0,3,2.0,Apartamento,SIN DATO,800000000,SAN PATRICIO
132.0,3.0,3,2.0,Apartamento,NORTE,650000000,BOSQUE DE PINOS
220.0,4.0,4,4.0,Apartamento,NORTE,1750000000,LA CAROLINA
68.67,1.0,2,1.0,Apartamento,SIN DATO,420000000,LA CASTELLANA
76.0,3.0,2,0.0,Apartamento,CENTRO,335441000,
97.4,3.0,3,2.0,Apartamento,NOROCCIDENTE,430000000,COLINA CAMPESTRE
107.0,3.0,3,1.0,Apartamento,NORTE,460000000,CEDRITOS CEDRO GOLF
84.0,3.0,2,1.0,Apartamento,OCCIDENTAL,300000000,URB. CASTILLA
240.0,4.0,3,0.0,Casa,NOROCCIDENTE,1300000000,PONTEVEDRA
57.0,1.0,2,1.0,Apartamento,NORTE,673000000,EL REFUGIO
368.0,5.0,5,1.0,Casa,SUR,960000000,RESTREPO OCCIDENTAL
65.0,2.0,2,1.0,Apartamento,NORTE,370000000,BELLA SUIZA
86.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,460000000,EL PLAN
96.0,3.0,2,1.0,Casa,OCCIDENTAL,325000000,HAYUELOS
66.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,275000000,SUBA COMPARTIR
72.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,300000000,VICTORIA NORTE
131.0,3.0,3,2.0,Apartamento,CHAPINERO,930000000,ROSALES-OTRO
63.0,3.0,2,1.0,Apartamento,OCCIDENTAL,260000000,CIUDADELA GRAN GRANADA
96.0,5.0,3,1.0,Casa,OCCIDENTAL,310000000,ROMA
81.0,1.0,2,2.0,Apartamento,NORTE,743807000,ROSALES
155.0,3.0,4,2.0,Apartamento,NORTE,790000000,SANTA ANA OCCIDENTAL-USAQUÉN
121.0,3.0,3,2.0,Apartamento,NORTE,520000000,LISBOA
58.0,3.0,2,0.0,Apartamento,OCCIDENTAL,165000000,CASTILLA
310.0,4.0,5,4.0,Apartamento,NORTE,1400000000,SANTA BARBARA OCCIDENTAL
150.0,2.0,3,2.0,Apartamento,NORTE,800000000,SANTA PAULA
105.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,409000000,POTOSI PONTEVEDRA
280.0,3.0,3,3.0,Apartamento,CHAPINERO,1800000000,LOS ROSALES
55.0,1.0,1,0.0,Apartamento,CHAPINERO,150000000,EL PARAISO
214.0,3.0,4,2.0,Apartamento,NORTE,1290000000,SANTA BIBIANA
200.0,4.0,4,2.0,Casa,NORTE,600000000,CEDRITOS
420.0,3.0,4,4.0,Casa,NOROCCIDENTE,2500000000,BOGOTA| SAN JOSE DE BAVARIA
69.58,2.0,2,1.0,Apartamento,NORTE,630000000,CHICO
109.0,3.0,3,2.0,Casa,SIN DATO,480000000,GRATAMIRA
124.0,3.0,3,2.0,Casa,NORTE,600000000,CEDRITOS-USAQUÉN
360.0,4.0,5,4.0,Apartamento,NORTE,2000000000,CEDRITOS
51.0,1.0,2,1.0,Apartamento,NORTE,668000000,CHICO NORTE
104.0,2.0,3,2.0,Apartamento,NORTE,720000000,CHICO NAVARRA
100.88,3.0,3,2.0,Apartamento,NORTE,660000000,USAQUEN
375.0,4.0,5,4.0,Apartamento,NORTE,4500000000,CHICÓ RESERVADO
140.0,3.0,3,2.0,Apartamento,CHAPINERO,1085000000,EMAUS ROSALES
89.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,400000000,PUENTE LARGO
340.0,3.0,4,2.0,Casa,NOROCCIDENTE,1149000000,SAN JOSE DE BAVARIA
127.0,3.0,3,2.0,Apartamento,NORTE,920000000,CHICO NAVARRA
124.0,2.0,3,2.0,Apartamento,NORTE,1152000000,CHICO III
52.0,1.0,1,1.0,Apartamento,NORTE,400000000,CHICO NORTE
98.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,390000000,COLINA
80.0,3.0,2,1.0,Apartamento,OCCIDENTAL,495000000,CIUDAD SALITRE
200.0,4.0,4,2.0,Apartamento,NOROCCIDENTE,850000000,PASADENA ALTA
154.38,3.0,4,2.0,Apartamento,NOROCCIDENTE,820000000,LAGOS DE CORDOBA NIZA
64.0,3.0,2,0.0,Apartamento,OCCIDENTAL,155000000,SAN JOAQUÍN
70.0,3.0,2,1.0,Apartamento,NORTE,290000000,VICTORIA NORTE
164.0,4.0,3,2.0,Apartamento,NORTE,1250000000,EL REFUGIO DEL CHICO
135.0,3.0,5,2.0,Apartamento,NORTE,970000000,ALTOS DE USAQUEN
53.0,3.0,2,1.0,Apartamento,OCCIDENTAL,260000000,HAYUELOS
200.0,3.0,4,2.0,Apartamento,NORTE,980000000,LA CAROLINA
150.0,5.0,3,1.0,Apartamento,NORTE,1200000000,LA CABRERA
153.0,3.0,5,2.0,Apartamento,NOROCCIDENTE,930000000,CLUB LOS LAGARTOS
52.0,1.0,1,0.0,Apartamento,CHAPINERO,250000000,CHAPINERO MARLY
55.0,2.0,1,1.0,Apartamento,OCCIDENTAL,250000000,NORMANDIA
179.0,3.0,2,1.0,Apartamento,NORTE,837000000,BELLAVISTA
121.0,2.0,2,0.0,Apartamento,NORTE,780000000,BOSQUE DE PINOS
138.0,3.0,3,2.0,Apartamento,NORTE,1050000000,SANTA BIBIANA-SANTA BARBARA
270.0,4.0,5,4.0,Apartamento,OCCIDENTAL,1580000000,CIUDAD SALITRE ORIENTAL
63.84,1.0,2,1.0,Apartamento,NORTE,495000000,CHICÃ³ NORTE
110.0,3.0,3,0.0,Casa,NOROCCIDENTE,420000000,SANTA CATALINA
85.51,2.0,2,2.0,Apartamento,NORTE,650000000,LOS ROSALES
174.0,4.0,5,2.0,Apartamento,NORTE,1400000000,BOSQUE DE PINO
165.0,3.0,5,2.0,Apartamento,NOROCCIDENTE,880000000,GRATAMIRA
116.0,3.0,3,2.0,Apartamento,NORTE,550000000,CEDRITOS
68.0,2.0,2,2.0,Apartamento,NORTE,520000000,CHICO
425.0,1.0,5,3.0,Apartamento,NORTE,2600000000,BELLAVISTA
67.0,2.0,1,0.0,Apartamento,NORTE,230000000,CEDRO GOLF
63.0,3.0,2,0.0,Apartamento,OCCIDENTAL,215000000,CAPELLANIA
58.0,1.0,2,2.0,Apartamento,NORTE,660000000,CHICO NORTE II
124.0,3.0,3,2.0,Apartamento,OCCIDENTAL,1180000000,CIUDAD SALITRE NOR-ORIENTAL
87.0,2.0,2,1.0,Apartamento,NOROCCIDENTE,390000000,LA ALHAMBRA
163.0,3.0,3,2.0,Casa,NORTE,595000000,CEDRO GOLF
126.0,3.0,3,2.0,Casa,NOROCCIDENTE,580000000,NUEVO MONTERREY
86.0,2.0,3,2.0,Apartamento,NORTE,480000000,BELLA SUIZA
125.86,3.0,3,2.0,Apartamento,NOROCCIDENTE,790000000,PASADENA
170.0,3.0,5,2.0,Apartamento,NORTE,799000000,BELMIRA
267.0,2.0,4,4.0,Apartamento,NORTE,3250000000,REFUGIO DEL CHICO ALTO
134.0,2.0,3,2.0,Apartamento,NORTE,790000000,SANTA BARBARA CENTRAL
63.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,230000000,MIRANDELA
140.0,5.0,4,1.0,Casa,NOROCCIDENTE,720000000,LA FLORESTA
255.0,3.0,4,4.0,Casa,NOROCCIDENTE,980000000,SAN JOSE DE BAVARIA
89.0,3.0,2,2.0,Apartamento,NORTE,409490000,LAS MARGARITAS
240.0,4.0,5,4.0,Casa,NOROCCIDENTE,995000000,SAN  JOSE DE BAVARIA
300.0,4.0,5,3.0,Apartamento,NORTE,2800000000,CERROS DE LOS ALPES
92.0,3.0,2,1.0,Apartamento,OCCIDENTAL,400000000,METROPOLIS
66.0,3.0,2,1.0,Apartamento,OCCIDENTAL,273000000,VILLAS DE GRANADA
227.0,4.0,4,3.0,Casa,NORTE,1300000000,SAN PATRICIO
250.0,4.0,5,4.0,Casa,NOROCCIDENTE,1200000000,SAN JOSE DEBAVARIA
147.0,3.0,3,2.0,Casa,NORTE,850000000,SAN PATRICIO
190.0,2.0,2,,Apartamento,NORTE,1160000000,BOSQUE MEDINA
180.0,3.0,3,1.0,Casa,NORTE,570000000,VILLA MAGDALA
350.0,4.0,5,4.0,Casa,NOROCCIDENTE,1150000000,SAN JOSE DE BAVARIA
464.0,5.0,5,4.0,Apartamento,NORTE,2500000000,SANTA PAULA
310.0,3.0,5,3.0,Apartamento,NORTE,2500000000,ALTOS USAQUEN
420.0,4.0,5,4.0,Casa,NOROCCIDENTE,1580000000,SAN JOSE DE BAVARIA
105.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,409000000,PONTEVEDRA POTOSI
78.0,2.0,3,1.0,Apartamento,NORTE,515000000,SAN PATRICIO
120.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,520000000,COLINA CAMPESTRE
58.0,3.0,1,0.0,Apartamento,NOROCCIDENTE,150000000,SUBA TIBABUYES
316.0,4.0,4,4.0,Casa,NORTE,1800000000,LA CALLEJA ALTA
100.0,2.0,3,2.0,Apartamento,NORTE,580000000,SANTA BARBARA
456.0,4.0,3,4.0,Casa,NOROCCIDENTE,1300000000,NIZA
43.0,3.0,1,,Apartamento,SUR,140000000,ROMA
250.0,4.0,4,3.0,Casa,NOROCCIDENTE,1198000000,SAN JOSE DE BAVARIA
162.0,4.0,4,2.0,Casa,OCCIDENTAL,995000000,LA ESMERALDA
372.0,4.0,4,3.0,Apartamento,NORTE,1950000000,CHICO NAVARRA
153.0,3.0,3,2.0,Apartamento,NORTE,823000000,SANTA PAULA
57.0,2.0,2,1.0,Apartamento,NORTE,380000000,"SALITRE, TEUSAQUILLO"
109.0,3.0,3,2.0,Apartamento,NORTE,684000000,EL NOGAL
64.0,2.0,3,,Apartamento,NORTE,380000000,NUEVA AUTOPISTA
220.0,3.0,5,3.0,Apartamento,NORTE,1350000000,BOSQUE MEDINA
189.0,3.0,4,1.0,Casa,CENTRO,570000000,COTA
47.0,2.0,2,0.0,Apartamento,OCCIDENTAL,220000000,SAN FERNANDO
61.98,1.0,2,2.0,Apartamento,NORTE,450000000,EL CONTADOR
169.0,3.0,4,2.0,Apartamento,NORTE,900999999,BALCONES DE BELLA SUIZA
352.0,5.0,3,0.0,Casa,OCCIDENTAL,550000000,LA FLORIDA ENGATIVA
113.0,3.0,3,2.0,Casa,NOROCCIDENTE,480000000,MAZUREN
173.0,3.0,5,2.0,Apartamento,NORTE,875000000,MOLINOS - SANTA BÁRBARA
284.0,3.0,5,3.0,Casa,SIN DATO,1690000000,ARBORETTO BOSQUE RESIDENCIAL
56.0,3.0,2,0.0,Apartamento,OCCIDENTAL,210000000,ZARZAMORA
153.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,820000000,COLINA CAMPESTRE
66.19,2.0,2,2.0,Apartamento,NOROCCIDENTE,520000000,EL BATAN
105.0,2.0,2,2.0,Apartamento,NOROCCIDENTE,760000000,ESTORIL
102.0,3.0,3,2.0,Apartamento,NORTE,650000000,SAN PATRICIO
60.0,2.0,2,1.0,Apartamento,SUR,246650000,TUNAL
67.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,300000000,SUBA
113.0,3.0,3,2.0,Apartamento,NORTE,805000000,LA CALLEJA-USAQUÉN
270.0,3.0,4,3.0,Apartamento,NOROCCIDENTE,1450000000,CERROS SUBA
152.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,820000000,SOTILEZA
81.0,3.0,2,0.0,Apartamento,CENTRO,340849000,
340.0,3.0,3,3.0,Casa,NOROCCIDENTE,1250000000,SAN JOSE DE BAVARIA
104.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,595000000,MAZUREN
108.0,2.0,2,2.0,Apartamento,NORTE,580000000,CHICONAVARRA
80.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,395000000,ATABANZA
136.0,3.0,5,2.0,Apartamento,NOROCCIDENTE,650000000,COLINA CAMPESTRE
107.0,3.0,3,1.0,Apartamento,NORTE,460000000,CEDRITOS CEDRO GOLF
134.0,3.0,2,3.0,Apartamento,NORTE,670000000,SANTA BIBIANA
180.0,3.0,3,2.0,Apartamento,NORTE,1500000000,ALTOS SANTA ANA
133.0,3.0,3,1.0,Apartamento,NORTE,750000000,EL NOGAL
85.0,2.0,1,1.0,Apartamento,NORTE,570000000,SAN PATRICIO-USAQUÉN
106.0,3.0,3,0.0,Apartamento,CENTRO,445945000,
338.0,4.0,5,3.0,Apartamento,NORTE,2600000000,SANTA ANA ORIENTAL
178.0,3.0,4,2.0,Apartamento,SIN DATO,1300000000,CHICO EL VIRREY
197.0,4.0,5,2.0,Apartamento,NORTE,1200000000,BOSQUE DE PINOS I
53.0,2.0,3,1.0,Apartamento,NORTE,272100000,EL REDIL
185.0,3.0,4,2.0,Apartamento,NORTE,670000000,SANTA BARBARA
230.0,3.0,3,3.0,Apartamento,NORTE,1000000000,SANTA PAULA
53.0,2.0,3,1.0,Apartamento,NORTE,272100000,EL REDIL
84.0,3.0,2,0.0,Apartamento,CENTRO,330000000,CENTRO LAS NIEVES
143.0,2.0,4,3.0,Apartamento,NORTE,1950000000,BELLAVISTA ROSALES
94.0,4.0,2,0.0,Casa,OCCIDENTAL,340000000,VILLAS DE GRANADA
151.0,3.0,3,2.0,Apartamento,NORTE,790000000,LA CAROLINA
103.0,2.0,3,2.0,Apartamento,NORTE,750000000,LA CABRERA
208.0,3.0,4,0.0,Casa,OTROS,1132000000,
62.0,2.0,2,1.0,Apartamento,CHAPINERO,324000000,CHAPINERO SUR OCCIDENTAL
75.0,2.0,2,1.0,Apartamento,NORTE,450000000,BELLA SUIZA
200.0,3.0,4,3.0,Apartamento,NORTE,2000000000,EL NOGAL
323.0,3.0,3,4.0,Casa,NORTE,1960000000,CALLEJA BAJA
153.0,3.0,4,2.0,Apartamento,NORTE,1200000000,ALTOS DE REFUGIO
450.0,5.0,5,4.0,Casa,NOROCCIDENTE,1950000000,SAN JOSE DE BAVARIA
192.0,4.0,5,2.0,Apartamento,NOROCCIDENTE,1200000000,BULEVAR NIZA
326.0,3.0,4,4.0,Apartamento,NORTE,3200000000,LA CABRERA
330.0,3.0,4,0.0,Apartamento,NORTE,3300000000,LA CABRERA
324.0,4.0,2,4.0,Casa,SUR,620000000,SAN VOCENTE FERRER
81.0,3.0,2,2.0,Apartamento,NOROCCIDENTE,495000000,COLINA GRATAMIRA
188.0,3.0,1,4.0,Casa,NOROCCIDENTE,1600000000,LAS VILLAS
105.0,4.0,3,1.0,Casa,NORTE,325000000,ALTOS DE LA PRADERA
147.0,5.0,3,2.0,Casa,OCCIDENTAL,750000000,NUEVA MARSELLA I
354.0,1.0,5,4.0,Apartamento,NORTE,4986512000,EL REFUGIO
160.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,589000000,EL BATAN
68.0,3.0,2,1.0,Apartamento,OCCIDENTAL,335000000,MODELO NORTE
112.0,4.0,2,1.0,Apartamento,OCCIDENTAL,470000000,PAULO VI
126.0,3.0,3,2.0,Apartamento,NORTE,1250000000,ROSALES ALTO
117.0,3.0,4,2.0,Apartamento,NOROCCIDENTE,700000000,PASADENA
212.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,900000000,CERROS DE SOTILEZA
332.0,5.0,5,4.0,Casa,NOROCCIDENTE,1900000000,NIZA SUBA
125.0,2.0,3,2.0,Apartamento,NORTE,1280000000,CHICO
170.0,3.0,4,2.0,Apartamento,NORTE,1300000000,SANTA BARBARA OCCIDENTAL-USAQUÉN
295.0,3.0,4,3.0,Casa,NOROCCIDENTE,880000000,GRATAMIRA
266.0,4.0,5,4.0,Casa,NOROCCIDENTE,1600000000,SAN JOSE DE BAVARIA
60.0,1.0,2,1.0,Apartamento,NOROCCIDENTE,350000000,MAZUREN COLINA
331.0,3.0,4,3.0,Apartamento,NORTE,2300000000,REFUGIO ALTO
90.0,2.0,2,2.0,Apartamento,NOROCCIDENTE,450000000,PUENTE LARGO
500.0,4.0,5,4.0,Casa,GUAYMARAL,3449000000,HACIENDA SAN SEBASTIAN
70.0,2.0,2,2.0,Apartamento,OCCIDENTAL,460000000,MODELO NORTE
77.0,2.0,2,2.0,Apartamento,NORTE,420000000,SAN PATRICIO
126.0,3.0,3,2.0,Apartamento,SIN DATO,800000000,SAN PATRICIO
132.0,3.0,3,2.0,Apartamento,NORTE,650000000,BOSQUE DE PINOS
220.0,4.0,4,4.0,Apartamento,NORTE,1750000000,LA CAROLINA
68.67,1.0,2,1.0,Apartamento,SIN DATO,420000000,LA CASTELLANA
76.0,3.0,2,0.0,Apartamento,CENTRO,335441000,
97.4,3.0,3,2.0,Apartamento,NOROCCIDENTE,430000000,COLINA CAMPESTRE
107.0,3.0,3,1.0,Apartamento,NORTE,460000000,CEDRITOS CEDRO GOLF
84.0,3.0,2,1.0,Apartamento,OCCIDENTAL,300000000,URB. CASTILLA
240.0,4.0,3,0.0,Casa,NOROCCIDENTE,1300000000,PONTEVEDRA
57.0,1.0,2,1.0,Apartamento,NORTE,673000000,EL REFUGIO
368.0,5.0,5,1.0,Casa,SUR,960000000,RESTREPO OCCIDENTAL
65.0,2.0,2,1.0,Apartamento,NORTE,370000000,BELLA SUIZA
86.0,3.0,3,2.0,Apartamento,NOROCCIDENTE,460000000,EL PLAN
96.0,3.0,2,1.0,Casa,OCCIDENTAL,325000000,HAYUELOS
66.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,275000000,SUBA COMPARTIR
72.0,3.0,2,1.0,Apartamento,NOROCCIDENTE,300000000,VICTORIA NORTE
131.0,3.0,3,2.0,Apartamento,CHAPINERO,930000000,ROSALES-OTRO
63.0,3.0,2,1.0,Apartamento,OCCIDENTAL,260000000,CIUDADELA GRAN GRANADA
96.0,5.0,3,1.0,Casa,OCCIDENTAL,310000000,ROMA
81.0,1.0,2,2.0,Apartamento,NORTE,743807000,ROSALES
155.0,3.0,4,2.0,Apartamento,NORTE,790000000,SANTA ANA OCCIDENTAL-USAQUÉN
121.0,3.0,3,2.0,Apartamento,NORTE,520000000,LISBOA
58.0,3.0,2,0.0,Apartamento,OCCIDENTAL,165000000,CASTILLA
310.0,4.0,5,4.0,Apartamento,NORTE,1400000000,SANTA BARBARA OCCIDENTAL
150.0,2.0,3,2.0,Apartamento,NORTE,800000000,SANTA PAULA
